name,name_aon,level,url_search,url_aon,match
Alchemical Crafting,Alchemical Crafting,1,https://2e.aonprd.com/Search.aspx?query=Alchemical Crafting,https://2e.aonprd.com/Feats.aspx?ID=752,True
Ancestral Paragon,Ancestral Paragon,3,https://2e.aonprd.com/Search.aspx?query=Ancestral Paragon,https://2e.aonprd.com/Feats.aspx?ID=753,True
Arcane Sense,Arcane Sense,1,https://2e.aonprd.com/Search.aspx?query=Arcane Sense,https://2e.aonprd.com/Feats.aspx?ID=754,True
Armor Proficiency,Armor Proficiency,1,https://2e.aonprd.com/Search.aspx?query=Armor Proficiency,https://2e.aonprd.com/Feats.aspx?ID=755,True
Assurance,Assurance,1,https://2e.aonprd.com/Search.aspx?query=Assurance,https://2e.aonprd.com/Feats.aspx?ID=756,True
Automatic Knowledge,Automatic Knowledge,2,https://2e.aonprd.com/Search.aspx?query=Automatic Knowledge,https://2e.aonprd.com/Feats.aspx?ID=757,True
Bargain Hunter,Bargain Hunter,1,https://2e.aonprd.com/Search.aspx?query=Bargain Hunter,https://2e.aonprd.com/Feats.aspx?ID=758,True
Battle Cry,Battle Cry,7,https://2e.aonprd.com/Search.aspx?query=Battle Cry,https://2e.aonprd.com/Feats.aspx?ID=759,True
Battle Medicine,Battle Medicine,1,https://2e.aonprd.com/Search.aspx?query=Battle Medicine,https://2e.aonprd.com/Feats.aspx?ID=760,True
Bizarre Magic,Bizarre Magic,7,https://2e.aonprd.com/Search.aspx?query=Bizarre Magic,https://2e.aonprd.com/Feats.aspx?ID=761,True
Bonded Animal,Bonded Animal,2,https://2e.aonprd.com/Search.aspx?query=Bonded Animal,https://2e.aonprd.com/Feats.aspx?ID=762,True
Breath Control,Breath Control,1,https://2e.aonprd.com/Search.aspx?query=Breath Control,https://2e.aonprd.com/Feats.aspx?ID=763,True
Canny Acumen,Canny Acumen,1,https://2e.aonprd.com/Search.aspx?query=Canny Acumen,https://2e.aonprd.com/Feats.aspx?ID=764,True
Cat Fall,Cat Fall,1,https://2e.aonprd.com/Search.aspx?query=Cat Fall,https://2e.aonprd.com/Feats.aspx?ID=765,True
Charming Liar,Charming Liar,1,https://2e.aonprd.com/Search.aspx?query=Charming Liar,https://2e.aonprd.com/Feats.aspx?ID=766,True
Cloud Jump,Cloud Jump,15,https://2e.aonprd.com/Search.aspx?query=Cloud Jump,https://2e.aonprd.com/Feats.aspx?ID=767,True
Combat Climber,Combat Climber,1,https://2e.aonprd.com/Search.aspx?query=Combat Climber,https://2e.aonprd.com/Feats.aspx?ID=768,True
Confabulator,Confabulator,2,https://2e.aonprd.com/Search.aspx?query=Confabulator,https://2e.aonprd.com/Feats.aspx?ID=769,True
Connections,Connections,2,https://2e.aonprd.com/Search.aspx?query=Connections,https://2e.aonprd.com/Feats.aspx?ID=770,True
Continual Recovery,Continual Recovery,2,https://2e.aonprd.com/Search.aspx?query=Continual Recovery,https://2e.aonprd.com/Feats.aspx?ID=771,True
Courtly Graces,Courtly Graces,1,https://2e.aonprd.com/Search.aspx?query=Courtly Graces,https://2e.aonprd.com/Feats.aspx?ID=772,True
Craft Anything,Craft Anything,15,https://2e.aonprd.com/Search.aspx?query=Craft Anything,https://2e.aonprd.com/Feats.aspx?ID=773,True
Diehard,Diehard,1,https://2e.aonprd.com/Search.aspx?query=Diehard,https://2e.aonprd.com/Feats.aspx?ID=774,True
Divine Guidance,Divine Guidance,15,https://2e.aonprd.com/Search.aspx?query=Divine Guidance,https://2e.aonprd.com/Feats.aspx?ID=775,True
Dubious Knowledge,Dubious Knowledge,1,https://2e.aonprd.com/Search.aspx?query=Dubious Knowledge,https://2e.aonprd.com/Feats.aspx?ID=776,True
Expeditious Search,Expeditious Search,7,https://2e.aonprd.com/Search.aspx?query=Expeditious Search,https://2e.aonprd.com/Feats.aspx?ID=777,True
Experienced Professional,Experienced Professional,1,https://2e.aonprd.com/Search.aspx?query=Experienced Professional,https://2e.aonprd.com/Feats.aspx?ID=778,True
Experienced Smuggler,Experienced Smuggler,1,https://2e.aonprd.com/Search.aspx?query=Experienced Smuggler,https://2e.aonprd.com/Feats.aspx?ID=779,True
Experienced Tracker,Experienced Tracker,1,https://2e.aonprd.com/Search.aspx?query=Experienced Tracker,https://2e.aonprd.com/Feats.aspx?ID=780,True
Fascinating Performance,Fascinating Performance,1,https://2e.aonprd.com/Search.aspx?query=Fascinating Performance,https://2e.aonprd.com/Feats.aspx?ID=781,True
Fast Recovery,Fast Recovery,1,https://2e.aonprd.com/Search.aspx?query=Fast Recovery,https://2e.aonprd.com/Feats.aspx?ID=782,True
Feather Step,Feather Step,1,https://2e.aonprd.com/Search.aspx?query=Feather Step,https://2e.aonprd.com/Feats.aspx?ID=783,True
Fleet,Fleet,1,https://2e.aonprd.com/Search.aspx?query=Fleet,https://2e.aonprd.com/Feats.aspx?ID=784,True
Foil Senses,Foil Senses,7,https://2e.aonprd.com/Search.aspx?query=Foil Senses,https://2e.aonprd.com/Feats.aspx?ID=785,True
Forager,Forager,1,https://2e.aonprd.com/Search.aspx?query=Forager,https://2e.aonprd.com/Feats.aspx?ID=786,True
Glad-Hand,Glad-Hand,2,https://2e.aonprd.com/Search.aspx?query=Glad-Hand,https://2e.aonprd.com/Feats.aspx?ID=787,True
Group Coercion,Group Coercion,1,https://2e.aonprd.com/Search.aspx?query=Group Coercion,https://2e.aonprd.com/Feats.aspx?ID=788,True
Group Impression,Group Impression,1,https://2e.aonprd.com/Search.aspx?query=Group Impression,https://2e.aonprd.com/Feats.aspx?ID=789,True
Hefty Hauler,Hefty Hauler,1,https://2e.aonprd.com/Search.aspx?query=Hefty Hauler,https://2e.aonprd.com/Feats.aspx?ID=790,True
Hobnobber,Hobnobber,1,https://2e.aonprd.com/Search.aspx?query=Hobnobber,https://2e.aonprd.com/Feats.aspx?ID=791,True
Impeccable Crafter,Impeccable Crafter,7,https://2e.aonprd.com/Search.aspx?query=Impeccable Crafter,https://2e.aonprd.com/Feats.aspx?ID=792,True
Impressive Performance,Impressive Performance,1,https://2e.aonprd.com/Search.aspx?query=Impressive Performance,https://2e.aonprd.com/Feats.aspx?ID=793,True
Incredible Initiative,Incredible Initiative,1,https://2e.aonprd.com/Search.aspx?query=Incredible Initiative,https://2e.aonprd.com/Feats.aspx?ID=794,True
Incredible Investiture,Incredible Investiture,11,https://2e.aonprd.com/Search.aspx?query=Incredible Investiture,https://2e.aonprd.com/Feats.aspx?ID=795,True
Intimidating Glare,Intimidating Glare,1,https://2e.aonprd.com/Search.aspx?query=Intimidating Glare,https://2e.aonprd.com/Feats.aspx?ID=796,True
Intimidating Prowess,Intimidating Prowess,2,https://2e.aonprd.com/Search.aspx?query=Intimidating Prowess,https://2e.aonprd.com/Feats.aspx?ID=797,True
Inventor,Inventor,7,https://2e.aonprd.com/Search.aspx?query=Inventor,https://2e.aonprd.com/Feats.aspx?ID=798,True
Kip Up,Kip Up,7,https://2e.aonprd.com/Search.aspx?query=Kip Up,https://2e.aonprd.com/Feats.aspx?ID=799,True
Lasting Coercion,Lasting Coercion,2,https://2e.aonprd.com/Search.aspx?query=Lasting Coercion,https://2e.aonprd.com/Feats.aspx?ID=800,True
Legendary Codebreaker,Legendary Codebreaker,15,https://2e.aonprd.com/Search.aspx?query=Legendary Codebreaker,https://2e.aonprd.com/Feats.aspx?ID=801,True
Legendary Linguist,Legendary Linguist,15,https://2e.aonprd.com/Search.aspx?query=Legendary Linguist,https://2e.aonprd.com/Feats.aspx?ID=802,True
Legendary Medic,Legendary Medic,15,https://2e.aonprd.com/Search.aspx?query=Legendary Medic,https://2e.aonprd.com/Feats.aspx?ID=803,True
Legendary Negotiation,Legendary Negotiation,15,https://2e.aonprd.com/Search.aspx?query=Legendary Negotiation,https://2e.aonprd.com/Feats.aspx?ID=804,True
Legendary Performer,Legendary Performer,15,https://2e.aonprd.com/Search.aspx?query=Legendary Performer,https://2e.aonprd.com/Feats.aspx?ID=805,True
Legendary Professional,Legendary Professional,15,https://2e.aonprd.com/Search.aspx?query=Legendary Professional,https://2e.aonprd.com/Feats.aspx?ID=806,True
Legendary Sneak,Legendary Sneak,15,https://2e.aonprd.com/Search.aspx?query=Legendary Sneak,https://2e.aonprd.com/Feats.aspx?ID=807,True
Legendary Survivalist,Legendary Survivalist,15,https://2e.aonprd.com/Search.aspx?query=Legendary Survivalist,https://2e.aonprd.com/Feats.aspx?ID=808,True
Legendary Thief,Legendary Thief,15,https://2e.aonprd.com/Search.aspx?query=Legendary Thief,https://2e.aonprd.com/Feats.aspx?ID=809,True
Lengthy Diversion,Lengthy Diversion,1,https://2e.aonprd.com/Search.aspx?query=Lengthy Diversion,https://2e.aonprd.com/Feats.aspx?ID=810,True
Lie To Me,Lie to Me,1,https://2e.aonprd.com/Search.aspx?query=Lie To Me,https://2e.aonprd.com/Feats.aspx?ID=811,False
Magical Crafting,Magical Crafting,2,https://2e.aonprd.com/Search.aspx?query=Magical Crafting,https://2e.aonprd.com/Feats.aspx?ID=812,True
Magical Shorthand,Magical Shorthand,2,https://2e.aonprd.com/Search.aspx?query=Magical Shorthand,https://2e.aonprd.com/Feats.aspx?ID=813,True
Multilingual,Multilingual,1,https://2e.aonprd.com/Search.aspx?query=Multilingual,https://2e.aonprd.com/Feats.aspx?ID=814,True
Natural Medicine,Natural Medicine,1,https://2e.aonprd.com/Search.aspx?query=Natural Medicine,https://2e.aonprd.com/Feats.aspx?ID=815,True
Nimble Crawl,Nimble Crawl,2,https://2e.aonprd.com/Search.aspx?query=Nimble Crawl,https://2e.aonprd.com/Feats.aspx?ID=816,True
Oddity Identification,Oddity Identification,1,https://2e.aonprd.com/Search.aspx?query=Oddity Identification,https://2e.aonprd.com/Feats.aspx?ID=817,True
Pickpocket,Pickpocket,1,https://2e.aonprd.com/Search.aspx?query=Pickpocket,https://2e.aonprd.com/Feats.aspx?ID=818,True
Planar Survival,Planar Survival,7,https://2e.aonprd.com/Search.aspx?query=Planar Survival,https://2e.aonprd.com/Feats.aspx?ID=819,True
Powerful Leap,Powerful Leap,2,https://2e.aonprd.com/Search.aspx?query=Powerful Leap,https://2e.aonprd.com/Feats.aspx?ID=820,True
Quick Climber,Quick Climber,7,https://2e.aonprd.com/Search.aspx?query=Quick Climber,https://2e.aonprd.com/Feats.aspx?ID=821,True
Quick Coercion,Quick Coercion,1,https://2e.aonprd.com/Search.aspx?query=Quick Coercion,https://2e.aonprd.com/Feats.aspx?ID=822,True
Quick Disguise,Quick Disguise,2,https://2e.aonprd.com/Search.aspx?query=Quick Disguise,https://2e.aonprd.com/Feats.aspx?ID=823,True
Quick Identification,Quick Identification,1,https://2e.aonprd.com/Search.aspx?query=Quick Identification,https://2e.aonprd.com/Feats.aspx?ID=824,True
Quick Jump,Quick Jump,1,https://2e.aonprd.com/Search.aspx?query=Quick Jump,https://2e.aonprd.com/Feats.aspx?ID=825,True
Quick Recognition,Quick Recognition,7,https://2e.aonprd.com/Search.aspx?query=Quick Recognition,https://2e.aonprd.com/Feats.aspx?ID=826,True
Quick Repair,Quick Repair,1,https://2e.aonprd.com/Search.aspx?query=Quick Repair,https://2e.aonprd.com/Feats.aspx?ID=827,True
Quick Squeeze,Quick Squeeze,1,https://2e.aonprd.com/Search.aspx?query=Quick Squeeze,https://2e.aonprd.com/Feats.aspx?ID=828,True
Quick Swim,Quick Swim,7,https://2e.aonprd.com/Search.aspx?query=Quick Swim,https://2e.aonprd.com/Feats.aspx?ID=829,True
Quick Unlock,Quick Unlock,7,https://2e.aonprd.com/Search.aspx?query=Quick Unlock,https://2e.aonprd.com/Feats.aspx?ID=830,True
Quiet Allies,Quiet Allies,2,https://2e.aonprd.com/Search.aspx?query=Quiet Allies,https://2e.aonprd.com/Feats.aspx?ID=831,True
Rapid Mantel,Rapid Mantel,2,https://2e.aonprd.com/Search.aspx?query=Rapid Mantel,https://2e.aonprd.com/Feats.aspx?ID=832,True
Read Lips,Read Lips,1,https://2e.aonprd.com/Search.aspx?query=Read Lips,https://2e.aonprd.com/Feats.aspx?ID=833,True
Recognize Spell,Recognize Spell,1,https://2e.aonprd.com/Search.aspx?query=Recognize Spell,https://2e.aonprd.com/Feats.aspx?ID=834,True
Ride,Ride,1,https://2e.aonprd.com/Search.aspx?query=Ride,https://2e.aonprd.com/Feats.aspx?ID=835,True
Robust Recovery,Robust Recovery,2,https://2e.aonprd.com/Search.aspx?query=Robust Recovery,https://2e.aonprd.com/Feats.aspx?ID=836,True
Scare to Death,Scare to Death,15,https://2e.aonprd.com/Search.aspx?query=Scare to Death,https://2e.aonprd.com/Feats.aspx?ID=837,True
Shameless Request,Shameless Request,7,https://2e.aonprd.com/Search.aspx?query=Shameless Request,https://2e.aonprd.com/Feats.aspx?ID=838,True
Shield Block,Shield Block,1,https://2e.aonprd.com/Search.aspx?query=Shield Block,https://2e.aonprd.com/Feats.aspx?ID=839,True
Sign Language,Sign Language,1,https://2e.aonprd.com/Search.aspx?query=Sign Language,https://2e.aonprd.com/Feats.aspx?ID=840,True
Skill Training,Skill Training,1,https://2e.aonprd.com/Search.aspx?query=Skill Training,https://2e.aonprd.com/Feats.aspx?ID=841,True
Slippery Secrets,Slippery Secrets,7,https://2e.aonprd.com/Search.aspx?query=Slippery Secrets,https://2e.aonprd.com/Feats.aspx?ID=842,True
Snare Crafting,Snare Crafting,1,https://2e.aonprd.com/Search.aspx?query=Snare Crafting,https://2e.aonprd.com/Feats.aspx?ID=843,True
Specialty Crafting,Specialty Crafting,1,https://2e.aonprd.com/Search.aspx?query=Specialty Crafting,https://2e.aonprd.com/Feats.aspx?ID=844,True
Steady Balance,Steady Balance,1,https://2e.aonprd.com/Search.aspx?query=Steady Balance,https://2e.aonprd.com/Feats.aspx?ID=845,True
Streetwise,Streetwise,1,https://2e.aonprd.com/Search.aspx?query=Streetwise,https://2e.aonprd.com/Feats.aspx?ID=846,True
Student of the Canon,Student of the Canon,1,https://2e.aonprd.com/Search.aspx?query=Student of the Canon,https://2e.aonprd.com/Feats.aspx?ID=847,True
Subtle Theft,Subtle Theft,1,https://2e.aonprd.com/Search.aspx?query=Subtle Theft,https://2e.aonprd.com/Feats.aspx?ID=848,True
Survey Wildlife,Survey Wildlife,1,https://2e.aonprd.com/Search.aspx?query=Survey Wildlife,https://2e.aonprd.com/Feats.aspx?ID=849,True
Swift Sneak,Swift Sneak,7,https://2e.aonprd.com/Search.aspx?query=Swift Sneak,https://2e.aonprd.com/Feats.aspx?ID=850,True
Terrain Expertise,Terrain Expertise,1,https://2e.aonprd.com/Search.aspx?query=Terrain Expertise,https://2e.aonprd.com/Feats.aspx?ID=851,True
Terrain Stalker,Terrain Stalker,1,https://2e.aonprd.com/Search.aspx?query=Terrain Stalker,https://2e.aonprd.com/Feats.aspx?ID=852,True
Terrified Retreat,Terrified Retreat,7,https://2e.aonprd.com/Search.aspx?query=Terrified Retreat,https://2e.aonprd.com/Feats.aspx?ID=853,True
Titan Wrestler,Titan Wrestler,1,https://2e.aonprd.com/Search.aspx?query=Titan Wrestler,https://2e.aonprd.com/Feats.aspx?ID=854,True
Toughness,Toughness,1,https://2e.aonprd.com/Search.aspx?query=Toughness,https://2e.aonprd.com/Feats.aspx?ID=855,True
Train Animal,Train Animal,1,https://2e.aonprd.com/Search.aspx?query=Train Animal,https://2e.aonprd.com/Feats.aspx?ID=856,True
Trick Magic Item,Trick Magic Item,1,https://2e.aonprd.com/Search.aspx?query=Trick Magic Item,https://2e.aonprd.com/Feats.aspx?ID=857,True
Underwater Marauder,Underwater Marauder,1,https://2e.aonprd.com/Search.aspx?query=Underwater Marauder,https://2e.aonprd.com/Feats.aspx?ID=858,True
Unified Theory,Unified Theory,15,https://2e.aonprd.com/Search.aspx?query=Unified Theory,https://2e.aonprd.com/Feats.aspx?ID=859,True
Unmistakable Lore,Unmistakable Lore,2,https://2e.aonprd.com/Search.aspx?query=Unmistakable Lore,https://2e.aonprd.com/Feats.aspx?ID=860,True
Untrained Improvisation,Untrained Improvisation,3,https://2e.aonprd.com/Search.aspx?query=Untrained Improvisation,https://2e.aonprd.com/Feats.aspx?ID=861,True
Virtuosic Performer,Virtuosic Performer,1,https://2e.aonprd.com/Search.aspx?query=Virtuosic Performer,https://2e.aonprd.com/Feats.aspx?ID=862,True
Wall Jump,Wall Jump,7,https://2e.aonprd.com/Search.aspx?query=Wall Jump,https://2e.aonprd.com/Feats.aspx?ID=863,True
Ward Medic,Ward Medic,2,https://2e.aonprd.com/Search.aspx?query=Ward Medic,https://2e.aonprd.com/Feats.aspx?ID=864,True
Wary Disarmament,Wary Disarmament,2,https://2e.aonprd.com/Search.aspx?query=Wary Disarmament,https://2e.aonprd.com/Feats.aspx?ID=865,True
Weapon Proficiency,Weapon Proficiency,1,https://2e.aonprd.com/Search.aspx?query=Weapon Proficiency,https://2e.aonprd.com/Feats.aspx?ID=866,True
Relentless Stalker,Relentless Stalker,2,https://2e.aonprd.com/Search.aspx?query=Relentless Stalker,https://2e.aonprd.com/Feats.aspx?ID=867,True
Wilderness Spotter,Wilderness Spotter,2,https://2e.aonprd.com/Search.aspx?query=Wilderness Spotter,https://2e.aonprd.com/Feats.aspx?ID=868,True
